,albedo,sza,sco2_slope_a,sco2_slope_b,sco2_inter_a,sco2_inter_b
0,0.025,15.0,0.24093301698105798,2.784283288219439e-15,3.760045205806889,3.000122721393842
1,0.025,30.0,0.33169589845196273,2.7587610087301684e-14,3.625995865362359,3.0878318589300098
2,0.025,45.0,0.46736468654034813,2.018812301839985e-14,4.999999994732662,3.1040190279882234
3,0.025,60.0,-4.999999999999469,1.4014078424568157,4.999999987962198,2.834491243551249
4,0.025,75.0,-4.999999999999999,0.6396481795848488,4.999999996117768,2.3670660224405218
5,0.05,15.0,0.12051775399862465,1.4554022576408944e-18,1.3164160031772885,2.5969062297763026
6,0.05,30.0,0.13394413106095188,3.737641573432743e-21,1.6460957521703496,2.6361024391445085
7,0.05,45.0,0.24925399189457625,5.900035699687266e-15,2.897354609167671,2.8590163947177363
8,0.05,60.0,0.28690692798979994,1.1399266557474093e-14,2.4663934787154753,2.560179032559149
9,0.05,75.0,-4.999999999999999,1.0795779008699347,2.048173218773768,1.9605818123331848
10,0.1,15.0,0.08868655923931879,0.09126699006854737,0.3554094035702404,1.8633993557447948
11,0.1,30.0,0.10397795414560775,0.07529428473112972,0.5911481551021591,2.215059437605962
12,0.1,45.0,0.1503402081838167,0.11806886989316492,0.6737733745087199,2.068651131634351
13,0.1,60.0,0.12234832500354959,1.0235003532056476e-14,1.2017459279766145,2.1867216360242225
14,0.1,75.0,-4.999999999999999,1.657478625260757,0.8097702756235893,1.4558089891990995
15,0.15,15.0,0.0891834954894987,0.2586305710413846,0.18958322166230215,1.606209831422482
16,0.15,30.0,0.14169510065903454,0.2893011651517483,0.2787954454587311,1.809234768198926
17,0.15,45.0,0.1374681496345522,0.2768073534191261,0.36100818954358227,1.6951662422878129
18,0.15,60.0,0.07716787695275946,7.373280419485496e-16,0.37442974003471813,1.4498204096476142
19,0.15,75.0,-4.999999999988275,1.9710498642168306,0.48333671911059184,1.1526718361335149
20,0.2,15.0,0.10247759257125168,0.37477186166841375,0.10178242276374039,1.2759782951687948
21,0.2,30.0,0.07646390435458089,0.17493783147851943,0.2191195290124714,1.6603315333814697
22,0.2,45.0,0.07381893148160663,0.15762479680089803,0.17888680506421484,1.2683578635416162
23,0.2,60.0,0.09570378035460671,0.08561897620465506,0.3708947530806186,1.5149164765532348
24,0.2,75.0,-4.999999999996485,2.266277695997237,0.37505997018000103,1.0134525282477098
25,0.25,15.0,0.09328433045929851,0.3539378659469334,0.13629754587581533,1.4531172447792922
26,0.25,30.0,0.1182611728748032,0.42733927360621354,0.15197192169380677,1.4221649917490171
27,0.25,45.0,0.10426052893298889,0.28591206471428293,0.15851910924147525,1.1964495074837602
28,0.25,60.0,0.11302098427012357,0.22963504193490833,0.2755346360151961,1.3265785215176809
29,0.25,75.0,-4.999999999999999,2.456086027274389,0.3703035287900813,0.9863951009108518
30,0.3,15.0,0.08627244721532366,0.40840178971684155,0.11017392997951449,1.270043927557538
31,0.3,30.0,0.08510511879073057,0.342357729242227,0.14499879550068415,1.4491549611113743
32,0.3,45.0,0.09651233518609163,0.29789963477487486,0.16522611876373633,1.3139713016264978
33,0.3,60.0,0.08709293357264097,0.17068216846681356,0.24746751061797737,1.2489767360624977
34,0.3,75.0,-4.9999999999999885,2.739021398573216,0.31051457686120765,0.9105177691551409
35,0.4,15.0,0.0757646712493717,0.42676831269940224,0.08174717426111547,1.1119014058044758
36,0.4,30.0,0.08215645876156101,0.4632126012298866,0.07162826546421201,0.9663743912385985
37,0.4,45.0,0.08477746523342332,0.3391362795138091,0.12875539740938846,1.1840416486424086
38,0.4,60.0,0.06286753098863622,0.127943502894602,0.20874049851524934,1.17906630146435
39,0.4,75.0,-4.9999999999317915,3.1270708399659277,0.28519231946543944,0.8665082948498793
40,0.5,15.0,0.07296556946944198,0.47690319258652647,0.07613204551175583,1.0966143498618222
41,0.5,30.0,0.06651218002899863,0.42289995800400265,0.07575787088863335,1.043261161675966
42,0.5,45.0,0.07135030431356205,0.34227086504845855,0.10768167504771803,1.0890788814776227
43,0.5,60.0,0.07406331543759515,0.23587000702157163,0.174727139067009,1.1128316846478041
44,0.5,75.0,-4.999999999734152,3.2221764581273065,0.24634052214823263,0.792568782895656
