 7213038.444468 1.840E-27 2.288E-02.03850.042  750.02890.58-.009586       b      0       X      0                P 23P 23     d67774549271613 6 6    45.0   47.0
 7313039.892984 4.515E-28 2.491E-02.04090.041  706.66640.63-.008900       b      0       X      0                P 22P 22     d65665349271512 1 2   258.0  270.0
 7213040.258933 1.756E-27 2.165E-02.03810.041  748.21440.69-.009145       b      0       X      0                P 23Q 22     d67774549271613 6 6    45.0   45.0
 7113041.123638 1.362E-24 2.330E-02.04080.042  664.25950.59-.009581       b      0       X      0                P 21P 21     d68774549311613 6 6    41.0   43.0
 7313041.712007 4.297E-28 2.351E-02.04090.041  704.84740.63-.008900       b      0       X      0                P 22Q 21     d65665349271512 1 2   258.0  258.0
 7113042.947272 1.292E-24 2.191E-02.04070.041  662.43590.57-.009303       b      0       X      0                P 21Q 20     d68774549311613 6 6    41.0   41.0
 7213043.081710 2.385E-27 2.295E-02.04090.041  687.77770.63-.008900       b      0       X      0                P 22P 22     d67675349271512 1 2    43.0   45.0
 7113043.281094 1.820E-29 3.082E-07.03980.041  662.10200.63-.008900       b      0       X      0                P 21O 22     q6766534928 7 4 1 2    41.0   45.0
 7313044.568477 5.812E-28 2.500E-02.04080.042  645.46600.59-.009581       b      0       X      0                P 21P 21     d65774549271613 6 6   246.0  258.0
 7213044.904619 2.271E-27 2.167E-02.04090.041  685.95480.63-.008900       b      0       X      0                P 22Q 21     d67675349271512 1 2    43.0   43.0
 7313046.396264 5.517E-28 2.353E-02.04070.041  643.63820.57-.009303       b      0       X      0                P 21Q 20     d65774549271613 6 6   246.0  246.0
 7213047.630978 3.046E-27 2.303E-02.04080.042  628.21600.59-.009581       b      0       X      0                P 21P 21     d68774549271613 6 6    41.0   43.0
 7313049.153662 7.367E-28 2.509E-02.04260.042  587.03090.64-.008500       b      0       X      0                P 20P 20     d65665349271512 1 2   234.0  246.0
 7213049.462388 2.894E-27 2.169E-02.04070.041  626.38460.57-.009303       b      0       X      0                P 21Q 20     d68774549271613 6 6    41.0   41.0
 7113050.480755 2.193E-24 2.351E-02.04280.043  546.70420.62-.009285       b      0       X      0                P 19P 19     d68774549311613 6 6    37.0   39.0
 7313050.990284 6.972E-28 2.354E-02.04260.042  585.19430.64-.008300       b      0       X      0                P 20Q 19     d65665349271512 1 2   234.0  234.0
 7113051.936722 2.190E-29 8.752E-08.04910.049  128.49200.74-.007300       b      0       X      0                N  9O  8     q6766534928 7 4 1 2    13.0   17.0
 7213052.092410 3.832E-27 2.312E-02.04260.042  571.34600.64-.008500       b      0       X      0                P 20P 20     d68675349271512 1 2    39.0   41.0
 7113052.322742 2.068E-24 2.198E-02.04240.043  544.86220.67-.009048       b      0       X      0                P 19Q 18     d68774549311613 6 6    37.0   37.0
 7113052.619827 2.940E-29 3.120E-07.04170.042  544.56510.64-.008500       b      0       X      0                P 19O 20     q6766534928 7 4 1 2    37.0   41.0
 7313053.648672 9.193E-28 2.520E-02.04280.043  531.36350.62-.009285       b      0       X      0                P 19P 19     d65774549271613 6 6   222.0  234.0
 7213053.932387 3.630E-27 2.171E-02.04260.042  569.50610.64-.008300       b      0       X      0                P 20Q 19     d68675349271512 1 2    39.0   39.0
 7313055.494209 8.671E-28 2.356E-02.04240.043  529.51800.67-.009048       b      0       X      0                P 19Q 18     d65774549271613 6 6   222.0  222.0
 7213056.466132 4.746E-27 2.321E-02.04280.043  517.17000.62-.009285       b      0       X      0                P 19P 19     d68774549271613 6 6    37.0   39.0
 7313058.053629 1.129E-27 2.531E-02.04390.044  478.46600.65-.007800       b      0       X      0                P 18P 18     d65665349271512 1 2   210.0  222.0
 7213058.314752 4.482E-27 2.173E-02.04240.043  515.32140.67-.009048       b      0       X      0                P 19Q 18     d68774549271613 6 6    37.0   37.0
 7113059.466526 3.308E-24 2.377E-02.04520.045  440.56180.59-.009023       b      0       X      0                P 17P 17     d68774549311613 6 6    33.0   35.0
 7313059.908176 1.061E-27 2.358E-02.04390.044  476.61150.65-.007500       b      0       X      0                P 18Q 17     d65665349271512 1 2   210.0  210.0
 7213060.752258 5.789E-27 2.332E-02.04390.044  465.69000.65-.007800       b      0       X      0                P 18P 18     d68675349271512 1 2    35.0   37.0
 7113061.327273 3.094E-24 2.203E-02.04400.045  438.70100.73-.008975       b      0       X      0                P 17Q 16     d68774549311613 6 6    33.0   33.0
 7113061.586943 4.440E-29 3.158E-07.04340.043  438.44130.65-.007800       b      0       X      0                P 17O 18     q6766534928 7 4 1 2    33.0   37.0
 7313062.368640 1.364E-27 2.544E-02.04520.045  428.34040.59-.009023       b      0       X      0                P 17P 17     d65774549271613 6 6   198.0  210.0
 7213062.609609 5.447E-27 2.175E-02.04390.044  463.83270.65-.007500       b      0       X      0                P 18Q 17     d68675349271512 1 2    35.0   35.0
 7313064.232307 1.277E-27 2.361E-02.04400.045  426.47680.73-.008975       b      0       X      0                P 17Q 16     d65774549271613 6 6   198.0  198.0
 7213064.950890 6.949E-27 2.344E-02.04520.045  416.90800.59-.009023       b      0       X      0                P 17P 17     d68774549271613 6 6    33.0   35.0
 7313066.593800 1.621E-27 2.558E-02.04530.045  380.98870.65-.007400       b      0       X      0                P 16P 16     d65665349271512 1 2   186.0  198.0
 7213066.817075 6.512E-27 2.177E-02.04400.045  415.04180.73-.008975       b      0       X      0                P 17Q 16     d68774549271613 6 6    33.0   33.0
 7113068.081818 4.660E-24 2.407E-02.04600.047  345.84950.71-.008248       b      0       X      0                P 15P 15     d68774549311613 6 6    29.0   31.0
 7313068.466721 1.511E-27 2.364E-02.04530.045  379.11580.66-.007400       b      0       X      0                P 16Q 15     d65665349271512 1 2   186.0  186.0
 7213069.062119 8.206E-27 2.356E-02.04530.045  370.82580.65-.007400       b      0       X      0                P 16P 16     d68675349271512 1 2    31.0   33.0
 7113069.961898 4.317E-24 2.210E-02.04590.046  343.96940.71-.008500       b      0       X      0                P 15Q 14     d68774549311613 6 6    29.0   29.0
 7113070.183204 6.270E-29 3.207E-07.04470.044  343.74810.65-.007400       b      0       X      0                P 15O 16     q6766534928 7 4 1 2    29.0   33.0
 7113070.221591 2.180E-29 9.951E-08.05070.051   79.60700.73-.007100       b      0       X      0                N  7O  6     q6766534928 7 4 1 2     9.0   13.0
 7313070.729195 1.894E-27 2.575E-02.04600.047  336.41280.71-.008248       b      0       X      0                P 15P 15     d65774549271613 6 6   174.0  186.0
 7213070.937263 7.658E-27 2.180E-02.04530.045  368.95070.66-.007400       b      0       X      0                P 16Q 15     d68675349271512 1 2    31.0   31.0
 7313072.611527 1.756E-27 2.366E-02.04590.046  334.53050.71-.008500       b      0       X      0                P 15Q 14     d65774549271613 6 6   174.0  174.0
 7213073.086024 9.532E-27 2.371E-02.04600.047  327.44520.71-.008248       b      0       X      0                P 15P 15     d68774549271613 6 6    29.0   31.0
 7313074.774894 2.174E-27 2.592E-02.04630.046  294.61440.67-.007400       b      0       X      0                P 14P 14     d65665349271512 1 2   162.0  174.0
 7213074.970274 8.851E-27 2.182E-02.04590.046  325.56100.71-.008500       b      0       X      0                P 15Q 14     d68774549271613 6 6    29.0   29.0
 7113076.327290 6.112E-24 2.447E-02.04760.050  262.58270.73-.008061       b      0       X      0                P 13P 13     d68774549311613 6 6    25.0   27.0
 7313076.666831 2.005E-27 2.369E-02.04630.046  292.72250.70-.007400       b      0       X      0                P 14Q 13     d65665349271512 1 2   162.0  162.0
 7213077.022672 1.089E-26 2.389E-02.04630.046  286.76790.67-.007400       b      0       X      0                P 14P 14     d68675349271512 1 2    27.0   29.0
 7113078.227545 5.590E-24 2.218E-02.04710.049  260.68240.76-.008381       b      0       X      0                P 13Q 12     d68774549311613 6 6    25.0   25.0
 7113078.409104 8.240E-29 3.266E-07.04580.046  260.50090.67-.007400       b      0       X      0                P 13O 14     q6766534928 7 4 1 2    25.0   29.0
 7313078.730956 2.452E-27 2.614E-02.04760.050  255.59520.73-.008061       b      0       X      0                P 13P 13     d65774549271613 6 6   150.0  162.0
 7213078.916209 1.005E-26 2.185E-02.04630.046  284.87440.70-.007400       b      0       X      0                P 14Q 13     d68675349271512 1 2    27.0   27.0
 7313080.632739 2.246E-27 2.373E-02.04710.049  253.69340.76-.008381       b      0       X      0                P 13Q 12     d65774549271613 6 6   150.0  150.0
