SND,LON,LAT,L2XCO2[ppm],L2PSUR[kPa],i1,s1,i2,s2,i3,s3
SND2018100409221471,55.94143295288086,42.247413635253906,409.7566124983132,99.671515625,0.03153351885524542,0.15667551635998794,0.019886373367334034,0.06082360761910183,-0.0075361011014331404,0.13732708737155075
SND2018100409221472,55.949771881103516,42.23973083496094,408.95093115977943,99.910125,0.03153351885524542,0.15667551635998794,0.019886373367334034,0.06082360761910183,-0.0075361011014331404,0.13732708737155075
SND2018100409221473,55.95805740356445,42.23196792602539,410.9835426788777,99.9816796875,0.03153351885524542,0.15667551635998794,0.019886373367334034,0.06082360761910183,-0.0075361011014331404,0.13732708737155075
SND2018100409221503,55.95146942138672,42.25189971923828,409.12351687438786,99.3937421875,0.03153351885524542,0.15667551635998794,0.019886373367334034,0.06082360761910183,-0.0075361011014331404,0.13732708737155075
SND2018100409221601,55.91503143310547,42.33203887939453,408.94406265579164,100.0041015625,0.36791893973028567,-2.035444180297289,0.09534273242269611,-0.36684523333186814,0.4276610849502676,-2.2553592986508493
SND2018100409221602,55.92338562011719,42.32435989379883,408.6743574589491,99.8916328125,0.36791893973028567,-2.035444180297289,0.09534273242269611,-0.36684523333186814,0.4276610849502676,-2.2553592986508493
SND2018100409221875,55.906646728515625,42.456993103027344,408.37572305463254,99.741578125,0.10215715549904511,-1.8821037519901809,-0.19818935765431836,-0.08254989404429085,-0.024374515141060357,-1.243989607006686
SND2018100409221876,55.914676666259766,42.44914627075195,407.8476340509951,99.912109375,0.10215715549904511,-1.8821037519901809,-0.19818935765431836,-0.08254989404429085,-0.024374515141060357,-1.243989607006686
