SND,LON,LAT,L2XCO2[ppm],L2PSUR[kPa],cld_distance,i1,s1,i2,s2,i3,s3
SND2016102312355001,4.6549063,51.108517,401.08093,99.07595,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355002,4.666301,51.101616,401.3208,99.06901,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355031,4.6462693,51.128204,400.31387,99.32514,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355032,4.6576715,51.121307,400.99158,99.23924,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355033,4.669025,51.114323,401.68185,99.07048,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355034,4.680293,51.107277,401.50067,99.017525,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355035,4.691365,51.100246,401.51874,98.988106,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355071,4.6375985,51.147873,401.2293,99.05043,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355072,4.649003,51.140972,401.4166,99.028,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355073,4.6603594,51.133987,401.55756,99.174736,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355075,4.682704,51.119907,402.45804,99.14943,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355076,4.6937013,51.1128,401.20316,99.21093,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355077,4.7045836,51.105633,401.22546,99.14856,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355101,4.62889,51.16752,400.40045,98.992455,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355102,4.640302,51.16062,401.52444,98.88161,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355103,4.6516657,51.153637,400.5673,99.09758,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355104,4.662944,51.14659,401.5183,98.9801,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355105,4.6740255,51.13956,402.32202,98.94275,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355106,4.68503,51.132454,402.40915,99.020515,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355107,4.6959195,51.125286,401.79294,99.191025,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355108,4.7067027,51.118057,402.18884,99.18991,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355131,4.620176,51.187164,400.99792,99.27632,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355132,4.631595,51.180267,400.4036,99.20595,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355133,4.6429663,51.173286,400.70822,98.96982,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355134,4.654252,51.16624,401.23486,98.89508,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355136,4.6763525,51.152107,402.67834,98.877686,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355137,4.6872497,51.144943,401.81836,98.990135,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355138,4.698043,51.137714,401.2291,99.149345,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355171,4.611496,51.20683,402.07245,99.06816,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355173,4.634315,51.19296,402.03983,99.1393,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355174,4.645615,51.185917,401.13715,99.186226,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355175,4.6567183,51.178894,401.4835,99.04614,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355176,4.667744,51.17179,401.58582,98.957214,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355177,4.6786547,51.16463,401.63754,98.88799,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355178,4.6894593,51.157406,402.02435,98.84305,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355201,4.6028566,51.22651,399.44885,99.48578,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355202,4.6142974,51.21962,400.24026,99.3679,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355203,4.62569,51.212643,400.77457,99.25075,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355204,4.6369977,51.205605,401.14215,99.206825,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355205,4.6481075,51.19858,401.9312,99.16634,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355206,4.6591406,51.19148,401.82962,99.19986,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355207,4.6700583,51.18432,402.03677,99.1134,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355208,4.68087,51.177097,401.34433,99.09524,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355231,4.594211,51.246193,399.93277,99.37067,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355232,4.6056595,51.2393,400.81488,99.386734,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355233,4.617059,51.232327,401.63397,99.29939,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355234,4.6283736,51.22529,402.015,99.22559,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355235,4.639491,51.218266,402.6024,99.23138,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355236,4.6505313,51.211166,401.87323,99.27457,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355237,4.661456,51.20401,401.9724,99.25433,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355238,4.6722727,51.19679,401.5999,99.21391,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355272,4.596981,51.25899,394.59543,100.00044,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355273,4.608383,51.252018,398.36307,99.61885,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355274,4.6197,51.244984,401.83292,99.310974,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355275,4.6308193,51.237965,402.14807,99.25613,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355276,4.641862,51.230865,402.7405,99.148605,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355277,4.652789,51.22371,401.55612,99.253654,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
SND2016102312355278,4.66361,51.21649,401.5677,99.39755,0.0,0.022751574809342843,0.059976525123805274,0.022743321198655655,0.03044607492053006,0.034950001439903434,0.05599989372604929
