,albedo,sza,sco2_slope_a,sco2_slope_b,sco2_inter_a,sco2_inter_b
0,0.025,15.0,-1.9999999999999998,1.3816765039665195e-17,1.9999999999999998,0.40310384790959425
1,0.025,30.0,-1.9999999999999998,4.550430978265981e-18,1.999999999999995,0.44090784698467833
2,0.025,45.0,-1.9999999999999998,2.4523785511877603e-20,1.9999999999999998,0.4118725896540969
3,0.025,60.0,-1.9999999999963451,2.818202931999627e-12,1.9999999999999998,0.454637621802352
4,0.025,75.0,-1.9999999999999996,2.9373724858750867e-16,1.9999999999999998,0.31435429614431015
5,0.05,15.0,-1.9999999999947151,4.2681277178538646e-11,1.9999999999999665,0.7974554058060054
6,0.05,30.0,-1.9999999999972742,4.763081943892598e-12,1.9999999999999998,0.7200182773778481
7,0.05,45.0,-1.9999999999999958,6.055011833838924e-15,1.9999999999999998,0.709961963945486
8,0.05,60.0,-1.9999999999999998,1.7809405383419824e-20,1.9865576297148075,0.7088930555640022
9,0.05,75.0,-1.999999999999847,1.259304462407213e-13,1.9999999999999996,0.20908716346470535
10,0.1,15.0,-1.9999999999999643,0.47850219366778607,1.1245611198266334,0.9516207816209747
11,0.1,30.0,-1.999999999999977,0.2036622960966407,1.2374180099403995,0.9677634930820044
12,0.1,45.0,-1.999999999999997,0.0053704583371830105,1.0325507131535545,0.8427362500394636
13,0.1,60.0,-1.9999999999999998,1.905468650453931e-18,1.999999999999998,0.9012473035083954
14,0.1,75.0,-1.9999999999437434,4.1537570332915354e-11,1.9999999999999654,0.3323772909024676
15,0.15,15.0,-1.9999999999999998,0.9676399970540134,0.585659183511613,0.9103201436237183
16,0.15,30.0,-1.9999999999999711,0.574470679797649,0.6165008467039419,0.9532542704336429
17,0.15,45.0,-1.9999999999999947,0.34450616558788083,1.4437571232233855,1.285740516669785
18,0.15,60.0,-1.9999999999999998,5.554757985184436e-17,1.9999999999999998,1.041922971011831
19,0.15,75.0,-1.9999999999999998,8.362920070002993e-17,1.9999999999999998,0.5469438351765723
20,0.2,15.0,-1.5911846345836274,1.33308574435001,0.3086401826917614,0.8358883285618841
21,0.2,30.0,-1.9999999999999996,0.9216487845763816,0.9331697836780044,1.419392315171255
22,0.2,45.0,-1.9999999999999942,0.47568561079355043,1.7069310635628958,1.4074291368556995
23,0.2,60.0,-1.9999999999999984,0.10341550877327362,1.3845497097221036,0.9685665761102924
24,0.2,75.0,-1.9999999999994356,6.409033916530838e-13,1.9559846209018463,0.6695730625636794
25,0.25,15.0,-1.1644990866010727,1.5283078642355141,0.187596774413445,0.8170771694152781
26,0.25,30.0,-1.9999999999999998,1.18147421955606,1.5585057847946888,1.92157430949413
27,0.25,45.0,-1.9999999999999996,0.7260942176874075,1.2480539995846855,1.3978607485163983
28,0.25,60.0,-1.999999999999984,0.2999085034662344,1.177020543229343,0.9992462720274836
29,0.25,75.0,-1.9999999999999998,5.9746186513763464e-18,1.4330308934017912,0.6112537037914616
30,0.3,15.0,-0.9763198920039683,1.9641680551351746,0.11805521784378666,0.8980656512160055
31,0.3,30.0,-1.9999999999999156,1.4004889878854658,1.9999999990028836,2.195463250655229
32,0.3,45.0,-1.9999999999999305,0.9774773902265376,0.9936450571037134,1.4033031731895182
33,0.3,60.0,-1.999999999999864,0.4943235790420058,0.8978437327552138,0.9603385074071354
34,0.3,75.0,-1.999999999999915,1.5092347375206322e-12,1.2134956347439647,0.6659789232496349
35,0.4,15.0,0.006216243327260689,7.047860854784324e-12,0.01933622123041628,0.9187926355634004
36,0.4,30.0,0.0021664305487417088,1.0444583154159978e-11,0.038043794150292555,1.5794857418821453
37,0.4,45.0,-1.9999999999998992,1.6689214074367105,0.5338157226378675,1.5201085830013432
38,0.4,60.0,-1.9999999999999556,0.8852479238609552,0.5642726734255943,0.974137759121794
39,0.4,75.0,-1.9999999999999998,0.12097802565565968,0.8649721184146076,0.5839072990460524
40,0.5,15.0,0.00960721120958986,5.842986259447843e-14,0.0063314559202647894,1.0224610028269254
41,0.5,30.0,0.007685354098578654,0.1181218667893297,-0.00042180604641313597,1.6764004803683524e-07
42,0.5,45.0,0.055182003559907954,1.8046540290862922,0.0002782130999110589,4.449312257536724e-12
43,0.5,60.0,-1.5989554668643244,1.3116124881094746,0.4513148955057336,1.138598365308062
44,0.5,75.0,-1.9999999999999998,0.32965677623290573,0.7413927497253698,0.6221447787924019
