SND,longitude,latitude,XCO2
2018100409221271.0,55.985008239746094,42.109886169433594,
2018100409221272.0,55.993316650390625,42.102195739746094,
2018100409221273.0,56.00157165527344,42.09442138671875,
2018100409221274.0,56.009742736816406,42.08658981323242,
2018100409221275.0,56.01775360107422,42.07878875732422,
2018100409221276.0,56.025691986083984,42.070919036865234,
2018100409221277.0,56.03352355957031,42.0629997253418,
2018100409221278.0,56.041259765625,42.05502700805664,
2018100409221301.0,55.97844314575195,42.129798889160156,
2018100409221302.0,55.98675537109375,42.122108459472656,
2018100409221303.0,55.99501037597656,42.11433410644531,
2018100409221304.0,56.0031852722168,42.10650634765625,
2018100409221305.0,56.011199951171875,42.09870529174805,
2018100409221306.0,56.01913833618164,42.09083557128906,
2018100409221307.0,56.026973724365234,42.082916259765625,
2018100409221308.0,56.03471374511719,42.07494354248047,
2018100409221331.0,55.97184753417969,42.14970397949219,
2018100409221332.0,55.98016357421875,42.14201354980469,
2018100409221333.0,55.988426208496094,42.134239196777344,
2018100409221334.0,55.99660873413086,42.12641143798828,
2018100409221335.0,56.0046272277832,42.118614196777344,
2018100409221336.0,56.012569427490234,42.11074447631836,
2018100409221337.0,56.02041244506836,42.10282897949219,
2018100409221338.0,56.02815628051758,42.09485626220703,
2018100409221371.0,55.965248107910156,42.16960525512695,
2018100409221372.0,55.97357177734375,42.16191482543945,
2018100409221373.0,55.98183822631836,42.154144287109375,
2018100409221374.0,55.99002456665039,42.14632034301758,
2018100409221375.0,55.998050689697266,42.13852310180664,
2018100409221376.0,56.00600051879883,42.13065719604492,
2018100409221377.0,56.01384735107422,42.12274169921875,
2018100409221378.0,56.0215950012207,42.114768981933594,
2018100409221401.0,55.958648681640625,42.18952178955078,
2018100409221402.0,55.966976165771484,42.18183517456055,
2018100409221403.0,55.975250244140625,42.174068450927734,
2018100409221404.0,55.98344039916992,42.1662483215332,
2018100409221405.0,55.99147033691406,42.1584587097168,
2018100409221406.0,55.99942398071289,42.150596618652344,
2018100409221407.0,56.00727844238281,42.14268493652344,
2018100409221408.0,56.01503372192383,42.13471984863281,
2018100409221431.0,55.95204544067383,42.20946502685547,
2018100409221432.0,55.96037673950195,42.2017822265625,
2018100409221433.0,55.96865463256836,42.19401931762695,
2018100409221434.0,55.97685241699219,42.18619918823242,
2018100409221435.0,55.98488998413086,42.178409576416016,
2018100409221436.0,55.99284744262695,42.17054748535156,
2018100409221437.0,56.00070571899414,42.16263961791992,
2018100409221438.0,56.00846862792969,42.1546745300293,
2018100409221471.0,55.9454345703125,42.22941207885742,409.7566223144531
2018100409221472.0,55.953773498535156,42.22172927856445,408.950927734375
2018100409221473.0,55.962059020996094,42.213966369628906,410.9835510253906
2018100409221474.0,55.97026062011719,42.20615005493164,
2018100409221475.0,55.978302001953125,42.198360443115234,
2018100409221476.0,55.98626708984375,42.19050216674805,
2018100409221477.0,55.99413299560547,42.182594299316406,
2018100409221478.0,56.00189971923828,42.17462921142578,
2018100409221501.0,55.9388313293457,42.24934387207031,405.6406555175781
2018100409221502.0,55.94717788696289,42.241661071777344,406.4251708984375
2018100409221503.0,55.95547103881836,42.2338981628418,409.1235046386719
2018100409221504.0,55.963680267333984,42.226078033447266,
2018100409221505.0,55.97172927856445,42.218284606933594,
2018100409221506.0,55.97970199584961,42.21042251586914,
2018100409221507.0,55.987571716308594,42.2025146484375,
2018100409221508.0,55.99534606933594,42.194549560546875,
2018100409221531.0,55.9322395324707,42.26924514770508,404.9715576171875
2018100409221532.0,55.94059371948242,42.26156234741211,406.0244140625
2018100409221533.0,55.948890686035156,42.25379943847656,405.6976013183594
2018100409221534.0,55.95710372924805,42.2459831237793,
2018100409221535.0,55.96516036987305,42.23819351196289,
2018100409221536.0,55.97313690185547,42.23033142089844,
2018100409221537.0,55.981014251708984,42.2224235534668,
2018100409221538.0,55.988792419433594,42.21445846557617,
2018100409221571.0,55.9256477355957,42.289146423339844,402.93096923828125
2018100409221572.0,55.93400573730469,42.281463623046875,403.7651672363281
2018100409221573.0,55.94230651855469,42.273704528808594,405.5574035644531
2018100409221574.0,55.95052719116211,42.26588821411133,405.28363037109375
2018100409221575.0,55.958587646484375,42.25809860229492,
2018100409221576.0,55.96657180786133,42.250240325927734,
2018100409221577.0,55.97445297241211,42.242332458496094,
2018100409221578.0,55.98223876953125,42.234371185302734,
2018100409221601.0,55.91903305053711,42.30904006958008,408.9440612792969
2018100409221602.0,55.92738723754883,42.301361083984375,408.6743469238281
2018100409221603.0,55.935691833496094,42.29359817504883,406.87017822265625
2018100409221604.0,55.943912506103516,42.28578186035156,404.7257385253906
2018100409221605.0,55.95197296142578,42.277992248535156,405.3255310058594
2018100409221606.0,55.95995330810547,42.27013397216797,405.3713073730469
2018100409221607.0,55.96783447265625,42.26222610473633,395.4972839355469
2018100409221608.0,55.97562026977539,42.25426483154297,
2018100409221631.0,55.91236114501953,42.32891845703125,402.4321594238281
2018100409221632.0,55.92072296142578,42.32123947143555,406.0272521972656
2018100409221633.0,55.92903137207031,42.313480377197266,405.8468322753906
2018100409221634.0,55.937259674072266,42.3056640625,404.6014404296875
2018100409221635.0,55.9453239440918,42.29787826538086,405.89794921875
2018100409221636.0,55.953311920166016,42.29001998901367,405.71014404296875
2018100409221637.0,55.96120071411133,42.2821159362793,405.8638000488281
2018100409221638.0,55.968990325927734,42.27415466308594,404.4900207519531
2018100409221671.0,55.90568923950195,42.34880065917969,407.6754455566406
2018100409221672.0,55.91405487060547,42.341121673583984,406.2066955566406
2018100409221673.0,55.92237091064453,42.3333625793457,406.3464050292969
2018100409221674.0,55.93060302734375,42.3255500793457,404.9571228027344
2018100409221675.0,55.93867111206055,42.31776428222656,406.24932861328125
2018100409221676.0,55.9466667175293,42.30990982055664,406.2971496582031
2018100409221677.0,55.954559326171875,42.302005767822266,406.3577575683594
2018100409221678.0,55.96235656738281,42.294044494628906,405.0909423828125
2018100409221701.0,55.89900588989258,42.36867141723633,403.0732727050781
2018100409221702.0,55.90737533569336,42.360992431640625,405.5306091308594
2018100409221703.0,55.91569519042969,42.353233337402344,407.1402282714844
2018100409221704.0,55.92393112182617,42.34541702270508,403.9764404296875
2018100409221705.0,55.9320068359375,42.33763122558594,404.97308349609375
2018100409221706.0,55.940006256103516,42.329776763916016,405.15643310546875
2018100409221707.0,55.947898864746094,42.321868896484375,406.15887451171875
2018100409221708.0,55.9556999206543,42.31391143798828,406.5835876464844
2018100409221731.0,55.892303466796875,42.388519287109375,403.34295654296875
2018100409221732.0,55.90068054199219,42.38084030151367,404.1673278808594
2018100409221733.0,55.90900421142578,42.373085021972656,402.8187561035156
2018100409221734.0,55.9172477722168,42.365272521972656,403.93914794921875
2018100409221735.0,55.92532730102539,42.357486724853516,403.492431640625
2018100409221736.0,55.93333053588867,42.349632263183594,404.7225646972656
2018100409221737.0,55.94123458862305,42.34172821044922,405.5846862792969
2018100409221738.0,55.949039459228516,42.33376693725586,404.9590759277344
2018100409221771.0,55.88560104370117,42.40836715698242,
2018100409221772.0,55.89398193359375,42.400691986083984,399.6523132324219
2018100409221773.0,55.902313232421875,42.39293670654297,404.996337890625
2018100409221774.0,55.910560607910156,42.38512420654297,407.3938293457031
2018100409221775.0,55.918643951416016,42.37733840942383,407.27899169921875
2018100409221776.0,55.92665481567383,42.36948776245117,406.4836730957031
2018100409221777.0,55.93456268310547,42.3615837097168,405.7841796875
2018100409221778.0,55.94237518310547,42.3536262512207,406.4754943847656
2018100409221801.0,55.87889862060547,42.42822265625,
2018100409221802.0,55.887290954589844,42.42055130004883,
2018100409221803.0,55.895626068115234,42.41279983520508,
2018100409221804.0,55.90388488769531,42.40499496459961,398.70904541015625
2018100409221805.0,55.9119758605957,42.397216796875,404.2729797363281
2018100409221806.0,55.91999435424805,42.389366149902344,407.0169372558594
2018100409221807.0,55.92790985107422,42.381465911865234,405.4530944824219
2018100409221808.0,55.935726165771484,42.37351608276367,405.1229248046875
2018100409221831.0,55.872215270996094,42.4481086730957,404.4906005859375
2018100409221832.0,55.880611419677734,42.44043731689453,404.14654541015625
2018100409221833.0,55.888954162597656,42.43268585205078,403.75933837890625
2018100409221834.0,55.897216796875,42.42488098144531,
2018100409221835.0,55.90531539916992,42.4171028137207,405.3021545410156
2018100409221836.0,55.91333770751953,42.40925598144531,403.3046875
2018100409221837.0,55.92125701904297,42.40135955810547,404.3496398925781
2018100409221838.0,55.929080963134766,42.393409729003906,400.7935485839844
2018100409221871.0,55.86552810668945,42.46799087524414,403.34698486328125
2018100409221872.0,55.87392807006836,42.460323333740234,404.9568786621094
2018100409221873.0,55.88227844238281,42.452571868896484,406.8110046386719
2018100409221874.0,55.89054489135742,42.44477081298828,406.80279541015625
2018100409221875.0,55.89864730834961,42.43699264526367,408.375732421875
2018100409221876.0,55.90667724609375,42.42914581298828,407.8476257324219
2018100409221877.0,55.91460418701172,42.4212532043457,405.4023132324219
2018100409221878.0,55.92243194580078,42.41330337524414,404.3519287109375
2018100409221901.0,55.858821868896484,42.48786163330078,403.24603271484375
2018100409221902.0,55.867225646972656,42.480194091796875,403.9599609375
2018100409221903.0,55.87557601928711,42.472442626953125,403.02886962890625
2018100409221904.0,55.883846282958984,42.464637756347656,403.35345458984375
2018100409221905.0,55.89195251464844,42.45685958862305,404.4017333984375
2018100409221906.0,55.89998245239258,42.449012756347656,403.4884948730469
2018100409221907.0,55.90790939331055,42.44111251831055,402.92706298828125
2018100409221908.0,55.915740966796875,42.433162689208984,403.90667724609375
2018100409221931.0,55.852081298828125,42.50770568847656,404.19049072265625
2018100409221932.0,55.86048889160156,42.500038146972656,403.6684265136719
2018100409221933.0,55.86884689331055,42.49229049682617,403.44915771484375
2018100409221934.0,55.87712097167969,42.4844856262207,404.13848876953125
2018100409221935.0,55.885231018066406,42.476707458496094,402.4860534667969
2018100409221936.0,55.89326858520508,42.4688606262207,402.57147216796875
2018100409221937.0,55.90119934082031,42.460968017578125,401.98431396484375
2018100409221938.0,55.90903854370117,42.45301818847656,404.5654296875
2018100409221971.0,55.8453369140625,42.527549743652344,402.38970947265625
2018100409221972.0,55.85375213623047,42.51988220214844,403.0481872558594
2018100409221973.0,55.86211013793945,42.51213455200195,404.1141357421875
2018100409221974.0,55.870391845703125,42.50433349609375,403.36981201171875
2018100409221975.0,55.878509521484375,42.496559143066406,404.38037109375
2018100409221976.0,55.88655090332031,42.488712310791016,405.4595642089844
2018100409221977.0,55.89448928833008,42.48081970214844,404.0456237792969
2018100409221978.0,55.90232849121094,42.472869873046875,403.3036804199219
