,albedo,sza,sco2_slope_a,sco2_slope_b,sco2_inter_a,sco2_inter_b
0,0.025,15.0,-4.999999999999999,0.7624075494129197,4.999999999999999,2.1240571323536557
1,0.025,30.0,-4.999999999999999,0.8098683452974373,4.999999999999999,2.242711595425238
2,0.025,45.0,-4.999999999999999,0.6656367916941242,4.999999999999999,2.1343780333266764
3,0.025,60.0,-4.999999999999999,0.4490634144020318,4.999999999999812,1.958534368374549
4,0.025,75.0,-4.999999999999999,0.11326818615348237,4.999999999999967,1.4527147534261304
5,0.05,15.0,-4.999999999999999,1.4122208683393553,4.999999970774887,2.688123531800659
6,0.05,30.0,-4.999999999999999,1.0240837356922579,4.999999999999999,2.3851830085056935
7,0.05,45.0,-4.999999999999999,0.828712144713103,4.999999999999999,2.3201371326853018
8,0.05,60.0,-4.999999999999999,0.6619345048123755,4.999999999999999,2.1026974391750577
9,0.05,75.0,-4.999999999999999,0.3987515322261118,4.999999999999994,1.8396178063568078
10,0.1,15.0,-4.999999999999999,2.5748099117281797,1.40561454688537,2.301855126845662
11,0.1,30.0,-4.999999999999993,1.9131911222043456,3.209278032151241,2.690868957867104
12,0.1,45.0,-4.999999999999979,1.680434866144522,3.116521334884397,2.43247553784161
13,0.1,60.0,-4.999999999999999,1.2566429338143996,4.999999964348706,2.4930216568920858
14,0.1,75.0,-4.999999999999999,0.7842335393815351,2.8071295327852606,1.8473729884087868
15,0.15,15.0,0.02266879414173483,1.5960000130819043e-13,0.39755626644365377,1.770856905684021
16,0.15,30.0,-4.9999999999998925,2.890121568663504,1.2848707406543332,2.3305333826426304
17,0.15,45.0,-4.999999999989776,2.3881859029256995,1.9239912454662416,2.2811275998200338
18,0.15,60.0,-4.999999999999999,1.7724173238314858,2.312140868268095,2.161307856579597
19,0.15,75.0,-4.999999999999999,1.0789419224891696,1.2108344844135774,1.4499339753937703
20,0.2,15.0,0.02636363747063856,1.6903649700578133e-16,0.1557339183236955,1.3708288273440146
21,0.2,30.0,0.024204359114517068,2.894244662435415e-14,1.1708156132433514,2.3478277509155485
22,0.2,45.0,-4.9999999999760485,2.884059925368314,0.8604302026732191,1.8637682654964862
23,0.2,60.0,-4.999999999986945,2.333480698863241,1.1830925380297606,1.8558622992156297
24,0.2,75.0,-4.999999999999996,1.3776176628535968,0.8067750207791607,1.275151335077694
25,0.25,15.0,0.03782789267799111,0.09849639063256563,0.09220000552348001,1.123993978645479
26,0.25,30.0,0.027231718320209982,0.021813245180992518,0.4642608562450849,1.8988821455579652
27,0.25,45.0,0.024139645935317484,6.88681344972205e-20,0.4781808371716347,1.5831047599112886
28,0.25,60.0,-4.999999999999873,2.893979666654105,0.6554803206729644,1.5764051316324443
29,0.25,75.0,-4.999999999999949,1.6254845963715288,0.5988951037946153,1.1183665487514551
30,0.3,15.0,0.04465432761010934,0.22474517728134932,0.06712835070376559,0.9906076556067117
31,0.3,30.0,0.032311770008706074,0.07675051269230358,0.30515985286295727,1.7168373617217247
32,0.3,45.0,0.02924649956489211,7.512620494744371e-17,0.35145918345964655,1.5418386038560081
33,0.3,60.0,-4.999999999998405,3.278676772534669,0.4664673678418524,1.425213803037325
34,0.3,75.0,-4.9999999999996785,1.864003015282102,0.4768781867485294,1.0176862104722169
35,0.4,15.0,0.061548690578314295,0.3592636829740562,0.03887022207354892,0.7651973788192015
36,0.4,30.0,0.04268889459800002,0.2429011847217088,0.07486480502733896,0.9459777140005176
37,0.4,45.0,0.03310865376555315,0.07669113005469645,0.15373223629513783,1.1425767760494385
38,0.4,60.0,0.03102904060134269,4.134632964900861e-19,0.2620909370065383,1.1716841609871325
39,0.4,75.0,-4.999999999999998,2.2968733132936645,0.3743463429241882,0.9190334461285925
40,0.5,15.0,0.06915530323428745,0.45766663206859365,0.03321134399727287,0.7301384958207923
41,0.5,30.0,0.04452604681662556,0.3103352356357839,0.051050437111320526,0.8279312612918646
42,0.5,45.0,0.03338272868279512,0.13092245939685115,0.11322040041295564,1.0394928749421395
43,0.5,60.0,0.02947111417263342,8.433524440440882e-13,0.18648337991528968,1.0435988081947114
44,0.5,75.0,-4.999999999999999,2.52485711954859,0.3146707348889377,0.8365334223046973
