,albedo,sza,wco2_slope_a,wco2_slope_b,wco2_inter_a,wco2_inter_b
0,0.025,15.0,0.599812364167333,1.0586448756892365e-18,0.7776022211924419,2.1906361473715665
1,0.025,30.0,0.5588363960241397,1.2355719392378358e-19,0.45490504281383576,1.736186689310363
2,0.025,45.0,0.7405455341292334,3.0220937858667596e-19,0.2837142952272509,1.3119304341057947
3,0.025,60.0,0.8183861181860131,9.244265078950136e-21,0.19882504469648044,0.9948690591256715
4,0.025,75.0,0.8304296533284361,1.549939552894353e-18,0.3084430482606386,0.8688198607082942
5,0.05,15.0,0.1552430916774372,1.0462924427225904e-15,0.2723452451332687,1.5402770359038194
6,0.05,30.0,0.41050041103149,0.16509257429269408,0.3922531457508516,1.6335490684004137
7,0.05,45.0,0.6008840960921308,0.17634293731569298,0.3206580762199012,1.3449242958030738
8,0.05,60.0,0.42553932667802497,0.09927637365862964,0.2951434097863498,1.1090157115741164
9,0.05,75.0,-4.9999999999212665,2.2950951212032016,0.21220392109146127,0.7145153519627487
10,0.1,15.0,0.08325952952797952,0.07154899873976689,0.2651761100349775,1.5562630037555019
11,0.1,30.0,0.16371390472727892,0.24786413153021217,0.17872728742190666,1.1452971122004512
12,0.1,45.0,0.26405700325948184,0.31942585633763737,0.1755030996191155,1.0742521005887968
13,0.1,60.0,0.3638149371289387,0.3466063115217271,0.17308416741794855,0.9176589842278383
14,0.1,75.0,0.1271156660822629,8.115739743549831e-15,0.19690531337031822,0.7001845089709025
15,0.15,15.0,0.055734808309745545,0.07019740253332349,0.2225414842087839,1.4979236632288064
16,0.15,30.0,0.08531558593483825,0.18320943873751894,0.1243670110280361,0.9892707317796048
17,0.15,45.0,0.13634510860535926,0.2699922691434241,0.14211952089764002,1.0183061236068622
18,0.15,60.0,0.2576219954967676,0.42011729554349847,0.11658379823337349,0.7331752840552382
19,0.15,75.0,0.11618408281060773,7.845950483681642e-22,0.19594395740544915,0.7108161386140799
20,0.2,15.0,0.04262973637510893,0.11554714534609095,0.1750259900987464,1.327266060331585
21,0.2,30.0,0.10789622253567781,0.38526510772795086,0.1469856563851507,1.0762080382819996
22,0.2,45.0,0.10020993348303107,0.22190365694239672,0.15539468330615802,1.026627989873225
23,0.2,60.0,0.10801054320473757,0.1820679874665942,0.14971661625701907,0.8252578833029449
24,0.2,75.0,0.045226471491942595,4.1286942826814507e-20,0.18768073948535696,0.6766023821745376
25,0.25,15.0,0.037550842514729406,0.057060551755022094,0.22922251203347171,1.4411940697372805
26,0.25,30.0,0.10570555012460547,0.3844954160263316,0.16474796377174253,1.1187410845742807
27,0.25,45.0,0.09198654740691738,0.22641294078302143,0.15975292319729248,1.0081797487845672
28,0.25,60.0,0.08583888106794099,0.12887372617977763,0.17755304444870038,0.9052227963427881
29,0.25,75.0,0.041849102571757585,2.351982038791453e-20,0.2193811087849243,0.711705762485885
30,0.3,15.0,0.03494317349795491,0.1656973706072408,0.21912205797111323,1.3646268532590342
31,0.3,30.0,0.10756551252619327,0.42056769271394856,0.18655046201999229,1.1873022382974043
32,0.3,45.0,0.0931446702842199,0.32694404435523816,0.19967554389193978,1.1019612395394989
33,0.3,60.0,0.1152129227492929,0.28633954315300075,0.15981183958293044,0.830018387762656
34,0.3,75.0,0.051048500114116976,4.718911307992128e-21,0.20815505605175627,0.698852786675784
35,0.4,15.0,0.04194188709314889,0.2675618410392883,0.22985627872890485,1.4343063344685785
36,0.4,30.0,0.06977970927666566,0.3609036817025161,0.13695400693327103,1.0482000238501585
37,0.4,45.0,0.0943925611227864,0.40339388921202063,0.1329213413553542,0.9132191643054499
38,0.4,60.0,0.07415397691214624,0.1863151442738901,0.1310471120877184,0.7522740723406363
39,0.4,75.0,0.04235238799789893,1.221528693047305e-14,0.20645289659490476,0.6787784309263131
40,0.5,15.0,0.040589030700332956,0.3386841213886777,0.2014705451297223,1.3027243871993044
41,0.5,30.0,0.07353422342811486,0.4505091632012936,0.1472360518635066,1.0228043571790006
42,0.5,45.0,0.07544834589852023,0.3474101056795663,0.14087824769591326,0.8955668934769808
43,0.5,60.0,0.07933513815992452,0.27861225708348863,0.14738130096171845,0.7769030001586918
44,0.5,75.0,0.03950283265089406,6.057735377497748e-17,0.22122661182262887,0.7160792865001252
