,albedo,sza,wco2_slope_a,wco2_slope_b,wco2_inter_a,wco2_inter_b
0,0.025,15.0,-1.9999999999999836,4.1983359544243303e-13,1.999999999999836,0.5074901788159316
1,0.025,30.0,-1.999999999904451,7.054061220220534e-10,1.999999999999844,0.5207647387285534
2,0.025,45.0,-1.9999999999999998,3.981003401461111e-16,1.9999999999997664,0.521261739687009
3,0.025,60.0,-1.9999999999994107,9.75948919089264e-13,1.9999999999999998,0.6231470194264876
4,0.025,75.0,-1.9999999999951714,3.6351935039925754e-12,1.9999999999999998,0.5795748831899308
5,0.05,15.0,-1.999999999999978,0.5165553946817918,1.9999999999999998,0.9110101342386675
6,0.05,30.0,-1.99999999999996,0.30023385980289435,1.9999999999999998,0.8323340417409225
7,0.05,45.0,-1.9999999999999951,0.13881184798013488,1.9999999999999998,0.8534190142332309
8,0.05,60.0,-1.999999999900231,1.000164308788225e-09,1.6483811160122943,0.8934446139486644
9,0.05,75.0,-1.9999999999999998,2.4547300188740955e-18,1.9999999999999887,0.49356518362704105
10,0.1,15.0,-1.6348399759522212,1.2528572094456771,0.90861175005078,0.9183575916788949
11,0.1,30.0,-1.9999999999999634,0.9900193285310469,1.0107217274199163,0.9554034366681937
12,0.1,45.0,-1.9999999999999998,0.8176871587455757,0.8333178876815978,0.9568154096877749
13,0.1,60.0,-1.9999999999999711,0.5026108063646785,0.5106024362465724,0.9181960123147619
14,0.1,75.0,-1.9999999999912494,1.111042775445861e-11,1.9999999999999998,0.52902801721515
15,0.15,15.0,-0.9581304569423287,1.593214314337461,0.5019037386991975,0.8857446470035851
16,0.15,30.0,-1.5654608405458317,1.3552303869515065,0.5370784939488744,0.9251738076570734
17,0.15,45.0,-1.763015137114995,1.1344522593823956,0.42041996695678485,1.0187173200625461
18,0.15,60.0,-1.9999999999999984,0.6841529187006425,1.999999999569809,1.452405713939972
19,0.15,75.0,-1.9999999999999993,8.888251316714596e-15,1.9999999999995146,0.7358908921720687
20,0.2,15.0,-0.8602297806783137,2.3373549858241964,0.28163825867619013,0.7857305646199318
21,0.2,30.0,-1.106473767171632,1.7571325613988111,0.23544992622346114,0.905126267382944
22,0.2,45.0,-1.9999999999999998,1.784502764336071,0.27386430855912325,1.198400234970381
23,0.2,60.0,-1.9999999999999998,0.9343993651230021,1.6400197199743654,1.4311454659785166
24,0.2,75.0,-1.9999999999999998,0.11533768739014916,1.3030684860684505,0.6407472500135429
25,0.25,15.0,-1.9999967739502358,4.114203818966366,0.16993347435459183,0.698444743221677
26,0.25,30.0,-1.9999999999999998,2.8693362033200693,0.16243415635302672,1.1471616969146572
27,0.25,45.0,-1.9999999999999998,2.512432281397496,0.4069306715429727,1.4873556911443155
28,0.25,60.0,-1.99999999999927,1.3191491378167326,1.4044775317925746,1.6065134391275504
29,0.25,75.0,-1.9999999999999998,0.29242647450568304,0.9859250699816493,0.6017076248217206
30,0.3,15.0,0.006586382193676064,2.1677340338263116e-14,0.10638132234723556,0.6175185537258945
31,0.3,30.0,0.011392383072524973,1.791676937912088e-14,0.27223457270859813,2.1667087967558913
32,0.3,45.0,-1.9999999593726348,2.7743965467814733,0.9114193958792479,2.027542303696011
33,0.3,60.0,-1.7932046268368802,1.60853214063761,1.0606326359287932,1.5811821292021397
34,0.3,75.0,-1.9999999999999998,0.4750629565181291,0.7885306212544155,0.574629763988093
35,0.4,15.0,0.01596299178893357,0.10185256882462813,0.03215862564100595,0.4762652382353517
36,0.4,30.0,0.01078470920844546,7.07202328818004e-11,0.13739822298259355,1.8936584499181783
37,0.4,45.0,0.009220618827006456,6.431825247791165e-12,0.7389552144499915,2.500902213603944
38,0.4,60.0,-1.9999999999960494,2.6667079556715274,0.8771202245242773,1.9106635320471863
39,0.4,75.0,-1.8462141038926865,0.7267654664535412,0.5203892212097803,0.486618568207113
40,0.5,15.0,0.022495041323696802,0.20650186118333594,0.011316230742346854,0.2696662718801085
41,0.5,30.0,0.013199495854368682,4.871652530956277e-11,0.2800905994968947,3.174876572517112
42,0.5,45.0,0.012485569847250935,7.466341572743471e-10,0.5606689669051579,3.2941263710608
43,0.5,60.0,-1.9999999966154338,2.9504555568790267,0.39209545690701186,1.4110683752513296
44,0.5,75.0,-1.2267219037233916,0.7828910853652449,0.3875359935432582,0.43965608207333035
