SoundingID	longitude	latitude	quality_flag	o2a_intercept(a)	o2a_slope(b)	wco2_intercept(a)	wco2_slope(b)	sco2_intercept(a)	sco2_slope(b)	xco2 (unmodified retrieval)	xco2 (uperturb retrieval)	xco2 (L2)
2015062217261501	-57.64875412	1.567014575	1	0.417166726	0.807217633	1.536703821	-2.352566905	0.0	0.0	399.261291463507	417.34424423361594	396.2574768
2015062217260976	-57.62281418	1.212565899	1	0.242529152	2.166754213	1.16517094	-1.602416492	0.0	0.0	400.6993598619238	nan	397.7302246
2015062217260977	-57.63144684	1.206444621	0	0.33653879	0.447558006	0.724069568	-1.157086408	0.0	0.0	402.41986702822857	416.1138051209071	398.5749207
2015062217260937	-57.62718582	1.186282516	1	0.42531651	1.221521579	1.203995939	-1.942035712	0.0	0.0	396.9846214267438	nan	394.9346619
2015062217261502	-57.65705109	1.560540318	0	0.202294006	0.400452604	0.35545211	-0.648351393	0.0	0.0	nan	414.65813027545255	397.4640198
2015062217260974	-57.60571671	1.224964976	1	0.26453331	1.607666467	0.898638129	-1.221858789	0.0	0.0	395.9913645627638	nan	393.4150696
2015062217260975	-57.61422729	1.218744516	0	0.302592977	2.42484541	1.396919346	-1.726318375	0.0	0.0	398.1199576463291	nan	396.0646667
2015062217260978	-57.64012909	1.20037508	0	0.275893281	0.670474721	0.586739481	-0.975832742	0.0	0.0	402.66336249384386	419.1866832617436	398.2738953
2015062217261237	-57.66566849	1.367868543	1	0.104805092	-0.006641273	0.240109474	-0.37453097	0.0	0.0	399.8352269624558	407.2337937031982	397.2973022
2015062217262004	-57.73747253	1.85021019	1	0.283893844	0.192158322	0.584896303	-0.751404814	0.0	0.0	396.09146520535376	nan	395.4805603
2015062217260973	-57.59719467	1.231307387	1	0.260277576	0.635187755	0.422047698	-0.523031797	0.0	0.0	397.09362907723164	411.9099161978782	394.1393433
2015062217262675	-57.83192825	2.246674299	0	0.277667525	1.652129641	1.174385354	-1.463799257	0.0	0.0	401.6898412030994	428.9529560797269	398.478363
2015062217260732	-57.55891418	1.096526504	1	0.203344984	0.184274914	0.392243525	-0.38667043	0.0	0.0	390.2144801212522	398.040151998791	386.7481384
2015062217261973	-57.72473907	1.836481929	1	0.19253708	-0.373237235	0.314984312	-0.758683123	0.0	0.0	399.9702822013999	nan	397.2975464
2015062217261974	-57.733181	1.830055475	1	0.148235011	0.012563184	0.246141413	-0.356037148	0.0	0.0	398.1595231024919	nan	395.4830017
2015062217261905	-57.73303986	1.783447385	1	0.297682402	0.061593792	0.458802174	-0.496446557	0.0	0.0	399.9071652287591	407.17925131327814	397.482605
2015062217262637	-57.84463501	2.213936329	1	0.328556465	-0.042791863	0.682870833	-0.751694251	0.0	0.0	400.98478125896617	409.61378199732445	398.18573
2015062217261177	-57.65712357	1.327495337	0	0.245148102	0.627730453	0.663174241	-0.612979869	0.0	0.0	401.2078950897497	413.94931218414155	397.8327332
