,albedo,sza,wco2_slope_a,wco2_slope_b,wco2_inter_a,wco2_inter_b
0,0.025,15.0,-4.999999999999999,1.3766150525869267,4.999999999999999,2.255520308100122
1,0.025,30.0,-4.999999999999999,1.2879342398154308,4.999999999999999,2.2882479483206013
2,0.025,45.0,-4.999999999999999,1.2412583453939159,4.999999999713712,2.247379503153982
3,0.025,60.0,-4.999999999999999,1.1669926251014815,4.999999999727518,2.2051009118718476
4,0.025,75.0,-4.999999999999999,0.4547517974031008,4.999999999999999,1.6758770400188416
5,0.05,15.0,-4.999999999999657,2.3189953488313284,2.325941579828951,2.1737146462247785
6,0.05,30.0,-4.999999999999997,2.205558552899699,4.999999999995581,2.359462790196824
7,0.05,45.0,-4.999999999999999,1.7965013671947754,4.030110319455017,2.1435860469099266
8,0.05,60.0,-4.999999999999999,1.3707434667600984,3.178539601784212,1.9013296674513698
9,0.05,75.0,-4.999999999999999,0.7259235033042822,3.5570806482080695,1.8334097135277523
10,0.1,15.0,0.025095935596281555,8.90909926975673e-19,0.5191549945369578,1.5882990862957314
11,0.1,30.0,-4.999999999984372,3.163106137202604,1.0118982588000467,1.7868766872300823
12,0.1,45.0,0.04341696578153553,7.794454007295919e-20,0.8383331901342475,1.5577326079302631
13,0.1,60.0,-4.999999999999884,2.5574024299956264,1.3572360659487182,1.6570336628009623
14,0.1,75.0,-4.999999999999999,1.288475037382278,1.123980814643343,1.3688821698599438
15,0.15,15.0,0.03027541058904639,7.058516608546045e-16,0.25429087707055165,1.363710733262193
16,0.15,30.0,0.03171137594076172,5.290459130336706e-13,0.2878206852412977,1.29693460996235
17,0.15,45.0,0.038704672013413,3.3326917775287463e-18,0.46202753721382217,1.4235767706274405
18,0.15,60.0,0.04371758601932938,2.82416134792619e-19,0.637738722324298,1.389928087334307
19,0.15,75.0,-4.999999999999955,1.8246630961951082,0.5521586660591952,1.0539943223579642
20,0.2,15.0,0.03315096173404397,0.12029849348051411,0.12433642708171924,1.025094808059057
21,0.2,30.0,0.03240771383132073,0.06610840992520887,0.21169166971191042,1.1559013289044695
22,0.2,45.0,0.039024669677085566,2.497459234895362e-15,0.33377981483694813,1.237944617042455
23,0.2,60.0,0.03911222463786665,2.1943626074717923e-19,0.38467599810402475,1.0916627246167334
24,0.2,75.0,-4.999999999999999,2.115507955660075,0.40698096228387876,0.9181090272076067
25,0.25,15.0,0.030800075564687824,0.08518295719334709,0.11027677813198657,0.9627056624397563
26,0.25,30.0,0.05164259837072773,0.1753761609312898,0.10605641580416617,0.8880273946408156
27,0.25,45.0,0.049847792092423786,0.08472817088488083,0.182965133190095,0.9842397810346423
28,0.25,60.0,0.042698833858670036,8.739667509458325e-19,0.32531705046695003,1.101804723645605
29,0.25,75.0,-4.999999999961677,2.4500875819262222,0.34233812638175165,0.8115988149664023
30,0.3,15.0,0.025747654723464537,0.1097892023131557,0.08575475213514147,0.8407220017189414
31,0.3,30.0,0.07161693468391835,0.3138542545306207,0.10246639686990176,0.8904916228284065
32,0.3,45.0,0.05924436252424052,0.20126920042689855,0.1641486989575048,0.9414216942247837
33,0.3,60.0,0.0530173881263548,0.06679230975524388,0.22632684271916903,0.9117844529918044
34,0.3,75.0,-4.999999999999999,2.772871033361278,0.30877310851632517,0.7965210570334522
35,0.4,15.0,0.04495864094778712,0.3231013820030785,0.06440562111910317,0.7477320231453284
36,0.4,30.0,0.05971063054578967,0.32077831416416275,0.05556008429687572,0.6585847258196031
37,0.4,45.0,0.05496189523358299,0.23972361102218248,0.10981587898890846,0.8002988371028708
38,0.4,60.0,0.04286619003648629,0.05939277181422419,0.1949168283441769,0.8958441942766368
39,0.4,75.0,-4.999999999999989,3.230406995952238,0.26056776548113175,0.7175921267803946
40,0.5,15.0,0.048633397455497995,0.4112144496638646,0.06505984849102737,0.7290589958505594
41,0.5,30.0,0.06940770327407438,0.4333041342843782,0.05454315110325142,0.6222493926828374
42,0.5,45.0,0.054211071146377986,0.27987299027032614,0.115123285399506,0.791743882058107
43,0.5,60.0,0.05058470283444976,0.15313603951406893,0.13775965368374632,0.7018162543781681
44,0.5,75.0,0.02900724895207705,7.364663411131717e-20,0.22820430710262563,0.6829508549397193
