SND,LON,LAT,L2XCO2[ppm],L2PSUR[kPa],i1,s1,i2,s2,i3,s3,cld_distance
SND2018101809323076,55.281445,34.19444,403.78717,93.478874,0.005162644215352929,0.027187732537452054,0.00502655411933184,0.02269422009676369,0.0026871639564092684,0.023003781405927154,3.7323856641821256
SND2018101809323077,55.28768,34.18613,404.1571,93.18412,0.004005695303729678,0.04501351002589852,0.009303743105751933,0.016754265807588816,0.0028513265105298445,0.0304458408753983,3.270892798700639
SND2018101809323078,55.293827,34.177773,402.92667,92.99667,0.009222780473556262,0.04004653453696323,0.011412077987359024,0.017608588447583,0.004016613227935887,0.03781570322690547,2.8412557330270682
SND2018101809323101,55.24322,34.25543,403.32663,93.65049,0.00543464932635213,0.0009097822583464402,0.0018417556361611633,0.008445616944530063,0.00315599967526169,0.0035622480861699423,2.6562619252285424
SND2018101809323102,55.2499,34.247322,403.6007,93.56557,0.00024313238539163157,0.025635808461324922,0.0014106236695808957,0.014130956109940512,-0.003044258176036444,0.025033458766041267,3.7281885802512646
SND2018101809323103,55.256527,34.23914,403.81403,93.73325,0.004970376055921145,0.0045308503455029564,0.001541843200763904,0.015216671559916182,-0.003756941253757249,0.02756731512588833,3.4730480812788542
SND2018101809323104,55.263073,34.230904,402.98187,93.73873,-0.003438810834939609,0.04291398546851705,0.004843343375802942,0.002472168508494482,0.001770300793719939,0.005808266335833675,3.0130586598005453
SND2018101809323105,55.269478,34.22271,403.84787,93.89759,-0.0009345887450367986,0.035783949063569936,0.0038364762889751824,0.005469095140277059,-0.0013451484668637358,0.025047544238976087,2.9015246661310052
SND2018101809323106,55.27581,34.214447,404.46375,93.660065,-0.004576941167843543,0.05930504015127821,0.002407800608579938,0.01631930861704905,0.0025904855419885773,0.005780282278077702,3.1755881778571764
SND2018101809323107,55.282047,34.20614,405.4733,93.4596,-0.00030344581177800544,0.04516049646900568,0.001978171887978018,0.026435169637833076,0.001125346370893798,0.022225232574884332,3.7222250187315935
SND2018101809323108,55.2882,34.197784,404.62708,93.46072,0.004124993460536657,0.030752572482389738,0.003845928836686664,0.022022978692585442,0.000294659202901067,0.026057211667644558,4.330097909383225
SND2018101809323131,55.23756,34.275436,403.1803,93.63223,0.004806500534157293,0.0019184605628484283,-0.0006968371426710343,0.02149858491952182,-0.0017857336116060716,0.021648936764229795,0.5835613865677951
