SND,LON,LAT,L2XCO2[ppm],L2PSUR[kPa],i1,s1,i2,s2,i3,s3,weighted_cld_distance
SND2018101809323031,55.25453,34.215458,406.9754,93.500145,-0.012997329453721769,0.015753143205771772,-0.012712242345140127,0.01280896183284167,-0.018343672921205957,0.024722636328285332,15.444462054972982
SND2018101809323032,55.261204,34.207348,405.6274,93.493416,0.012728706198467245,0.019181901440881208,0.015013990404164757,0.01508393327947475,0.00857741544136356,0.030446590092772303,14.901201804140634
SND2018101809323033,55.26782,34.199158,405.3628,93.55031,0.006912577827892659,0.040790741682680404,0.009703856671408169,0.025609367196761816,0.005140018484727425,0.033211899167457724,14.271593968110043
SND2018101809323034,55.274357,34.19092,402.47586,93.19753,0.0069093508112049555,0.041506342655884695,0.012571474670624604,0.021206640611345404,0.005252782121590706,0.03827695644724708,14.034854563168988
SND2018101809323035,55.280754,34.18272,403.67938,92.95025,0.011492119600341985,0.052156688811300776,0.01774230221627847,0.0315094170698926,0.013233443626407488,0.03919974142676142,13.244570071956277
SND2018101809323036,55.287075,34.17445,407.61325,92.21651,0.01979647325545056,0.07280373922204965,0.0302542144011506,0.032708321396998356,0.025406666411776885,0.04510250813386299,12.655698216548394
SND2018101809323037,55.29331,34.16614,408.90698,92.15839,0.02824390248749109,0.07912886639710975,0.0404754582542003,0.031933739552396354,0.03085867983636682,0.05245194318554613,11.896706797648523
SND2018101809323038,55.299446,34.15778,409.64627,92.31685,0.036010949823640816,0.08451761700404523,0.04853099688257491,0.03530188047650751,0.03638484176379436,0.057260074501288415,10.944582442134486
SND2018101809323071,55.24888,34.23544,402.88428,93.62439,0.004357236607651662,0.03093254210570281,0.007310408728736031,0.015074385516716636,0.003589272748134204,0.023768587981986448,17.226541428531753
SND2018101809323072,55.255554,34.22733,404.26947,93.58967,0.008050975845335645,0.0380940268424413,0.01112522123595199,0.019089451748957254,0.00698191165204955,0.028326929167439698,16.965789287422062
SND2018101809323073,55.262173,34.219143,405.12274,93.491104,0.010430377363087993,0.019725759947712918,0.0123309870764756,0.01697469631662453,0.009569213544270094,0.019495230870147956,16.2830042251743
SND2018101809323074,55.268715,34.210907,405.28528,93.62712,0.007901770624016063,0.01408907382198032,0.0077731229920290764,0.018759640194475385,0.002819193027024228,0.03257793881202916,16.01907370620565
SND2018101809323075,55.275116,34.202705,404.5957,93.43362,0.0037483525021651675,0.04492900911404573,0.00836575084808578,0.019323930938040433,0.003065113724992147,0.03181320193380454,15.332973723226171
SND2018101809323076,55.281445,34.19444,403.78717,93.478874,0.0049694733773779755,0.04771141323148624,0.01122050494438597,0.01733059090476729,0.004949459758990036,0.03392718447610731,14.622758251674258
SND2018101809323077,55.28768,34.18613,404.1571,93.18412,0.010219940525603568,0.031200149668540865,0.014449351980308492,0.019902823234593674,0.00829541089896092,0.032643916228612097,14.283682991280205
SND2018101809323078,55.293827,34.177773,402.92667,92.99667,0.014963272349097511,0.047773975019664155,0.020558858773820916,0.02835313676921716,0.014819493056963187,0.04179311121246804,13.46010402105922
SND2018101809323101,55.24322,34.25543,403.32663,93.65049,0.005137664744627915,0.005252986965123366,0.006752898797744275,0.00647961269163454,0.0026225686066850625,0.016853482024299243,15.867541386450487
SND2018101809323102,55.2499,34.247322,403.6007,93.56557,0.004192270011053264,0.006517368500350725,0.004933355066113458,0.009215385091360424,0.0004746942212685988,0.02193544914266931,17.766955408593283
SND2018101809323103,55.256527,34.23914,403.81403,93.73325,0.0003164833162950448,0.041776392650817236,0.0057215151911756395,0.01257013357237676,-0.00042857785740850913,0.032159093449667824,17.926088153403494
SND2018101809323104,55.263073,34.230904,402.98187,93.73873,0.0022097827623430927,0.0374204094186303,0.006639354953885326,0.012733929384571688,0.0034609944846285532,0.01927428058875677,17.893830022185664
SND2018101809323105,55.269478,34.22271,403.84787,93.89759,0.0047496463824121754,0.024433184177972796,0.0060793315058915946,0.01690702152246313,0.0041103737803201675,0.0178371789599054,17.290101563948575
