# MODIS Aqua GEOGRAPHIC METADATA TEXT FILE day 2019-06-21
# NFiles = 288, max geo IngestTime = 2019-06-22 15:14:42.229551
# GranuleID,StartDateTime,ArchiveSet,OrbitNumber,DayNightFlag,EastBoundingCoord,NorthBoundingCoord,SouthBoundingCoord,WestBoundingCoord,GRingLongitude1,GRingLongitude2,GRingLongitude3,GRingLongitude4,GRingLatitude1,GRingLatitude2,GRingLatitude3,GRingLatitude4
MYD03.A2019172.0000.061.2019172151236.hdf,2019-06-21 00:00,61,91114,N,31.0319965680075,-36.5826824003331,-58.4755139684368,-7.65914831494129,4.0617107663658,31.5331371558385,30.0080357885972,-7.83764403125179,-36.571201726171,-40.4929962392861,-58.8140634429251,-52.9508319575019
MYD03.A2019172.0005.061.2019172151443.hdf,2019-06-21 00:05,61,91114,N,33.5545182235081,-52.9468124622076,-76.3103839093476,-32.456143512493,-7.59266308026085,30.6792129725989,33.7138555264561,-32.8098589935382,-52.9407457903203,-58.3686867854884,-76.5381868498228,-66.3117516546135
MYD03.A2019172.0010.061.2019172152508.hdf,2019-06-21 00:10,61,91114,N,180,-66.4616001176143,-89.9969226036441,-180,-32.2827191180578,35.1741185294287,169.4713049929,-82.0018778462624,-66.4565756339891,-75.9598733646302,-84.679182069795,-70.1641313967534
MYD03.A2019172.0015.061.2019172151646.hdf,2019-06-21 00:15,61,91114,N,-82.0278824731469,-60.8520165521777,-85.9031981132961,166.071016944726,-82.0259477555309,162.870182826033,-169.714681583365,-120.118656669491,-70.5345911195996,-84.9198317003476,-67.479872987039,-60.5721759387347
MYD03.A2019172.0020.061.2019172151702.hdf,2019-06-21 00:20,61,91114,B,-120.722089597527,-45.6434430123564,-68.064577501388,-169.881930910013,-120.720521306032,-170.450430410721,-169.330808468426,-137.185056088985,-60.9136979294021,-67.9792144263532,-49.7833502425885,-45.4589703342453
MYD03.A2019172.0025.061.2019172151305.hdf,2019-06-21 00:25,61,91114,D,-137.773752515269,-28.8106421583494,-50.2320769275156,-171.018462782288,-137.771348498196,-169.552761054718,-171.036975770912,-146.220530213497,-45.7145837208234,-50.2479079567132,-32.0173584976287,-28.6994977139989
MYD03.A2019172.0030.061.2019172151405.hdf,2019-06-21 00:30,61,91114,D,-146.674738775251,-11.3319941323063,-32.3658390828503,-173.641228183767,-146.670164049289,-171.087641926237,-173.663883545922,-152.039976423788,-28.8848102068226,-32.3876508890082,-14.2303788199894,-11.2750936443984
MYD03.A2019172.0035.061.2019172151453.hdf,2019-06-21 00:35,61,91114,D,-152.351384582124,6.45992172306824,-14.4513276983795,-177.14322881784,-152.345458322531,-173.642603390581,-177.151210767516,-156.288907069852,-11.4038265714536,-14.4711405709639,3.50752622580042,6.47892080094188
MYD03.A2019172.0040.061.2019172151449.hdf,2019-06-21 00:40,61,91115,D,-156.432697492623,24.383939076323,3.42280856406454,178.114150170237,-156.389299046949,-177.131439274553,178.054660177949,-159.565048102713,6.39037785953186,3.40471509172853,21.1763708790422,24.5078127640728
MYD03.A2019172.0045.061.2019172151401.hdf,2019-06-21 00:45,61,91115,D,-159.544500206318,42.3332655076026,21.1180003598058,171.073935527286,-159.317204968262,178.129552634988,170.928375853109,-161.87693833499,24.3267994886608,21.1027549392405,38.4196838164919,42.5823542677379
