# MODIS Aqua GEOGRAPHIC METADATA TEXT FILE day 2017-06-05
# NFiles = 288, max geo IngestTime = 2018-01-29 18:10:28.266442
# GranuleID,StartDateTime,ArchiveSet,OrbitNumber,DayNightFlag,EastBoundingCoord,NorthBoundingCoord,SouthBoundingCoord,WestBoundingCoord,GRingLongitude1,GRingLongitude2,GRingLongitude3,GRingLongitude4,GRingLatitude1,GRingLatitude2,GRingLatitude3,GRingLatitude4
MYD03.A2017156.0000.061.2018029172000.hdf,2017-06-05 00:00,61,80250,D,-144.960885827907,14.1247368684693,-6.87258665377859,-169.778111977664,-144.954522224249,-165.79657377851,-169.800514038989,-148.542407936806,-3.88925286914911,-6.89169374789622,11.0916499005024,14.1796828319764
MYD03.A2017156.0005.061.2018029171957.hdf,2017-06-05 00:05,61,80251,D,-148.600503511525,32.0620438823845,11.0228838033452,-175.311149586763,-148.482210029269,-169.767631160176,-175.404574368329,-151.392828383542,14.0635948016244,11.0057252007857,28.6154278230055,32.2418465746893
MYD03.A2017156.0010.061.2018029172038.hdf,2017-06-05 00:10,61,80251,D,-151.360338709865,49.9864546128347,28.5671236336496,175.979717942969,-151.056215374704,-175.286386257884,175.772063251461,-153.274867946795,31.9998485593392,28.5536535774944,45.519659578624,50.2832506971478
MYD03.A2017156.0015.061.2018029172534.hdf,2017-06-05 00:15,61,80251,D,-153.191131241484,67.8949676501921,45.515818977955,159.179968189995,-152.730837775235,176.019267017811,158.792639099744,-153.21008203619,49.9123843447838,45.5071570040093,60.8112828023897,68.2251171849498
MYD03.A2017156.0020.061.2018029172546.hdf,2017-06-05 00:20,61,80251,D,-131.63394314615,85.8214549899247,60.9140187243417,120.250348179926,-152.167973352668,159.28397562734,120.046587245096,-129.20639798926,67.7295775703492,60.9095597423443,70.5138746886993,85.5685257401397
MYD03.A2017156.0025.061.2018029172916.hdf,2017-06-05 00:25,61,80251,D,180,89.9859056558619,66.7259349475056,-180,-128.649224129152,120.467215181854,70.157438597976,5.62193530678711,84.933674978454,70.8238945930616,66.4102679730983,75.6404449164432
MYD03.A2017156.0030.061.2018029172002.hdf,2017-06-05 00:30,61,80251,B,69.6847882664325,76.2992370715406,53.0151593625318,5.19400073094922,3.95836884176754,69.686706539568,45.4584352585847,8.30192249219745,76.1049081647396,66.7731928412334,52.8114741155956,57.9013721891863
MYD03.A2017156.0035.061.2018029171929.hdf,2017-06-05 00:35,61,80251,N,44.8911035635673,58.3769579521222,36.581899412573,7.01898675261751,7.78969006848679,44.8923385755312,33.8393076822224,7.00884204163521,58.3779966297018,53.0787597578244,36.4641212469782,40.0764501632341
MYD03.A2017156.0040.061.2018029171927.hdf,2017-06-05 00:40,61,80251,N,33.4041051582739,40.4681829677539,19.2527422466621,4.65206798219821,6.79228996230469,33.4094944187729,26.9783819034028,4.62977312812314,40.4920717478434,36.65310961443,19.1923256326836,22.2428748814969
MYD03.A2017156.0045.061.2018029172005.hdf,2017-06-05 00:45,61,80251,N,26.6964521819455,22.520443817341,1.53207184664036,1.44250385870872,4.49329897628462,26.7022978065326,22.2309311958671,1.42549593630607,22.5517618046435,19.3227022906309,1.51432655670841,4.46207477110069
MYD03.A2017156.0050.061.2018029172403.hdf,2017-06-05 00:50,61,80251,N,22.1181607806063,4.61070362373355,-16.4344734649725,-2.78780565757934,1.36507780759972,22.1775979317154,18.678310427285,-2.79425778416856,4.64170502873544,1.59742436720944,-16.4992490445213,-13.314940928933
MYD03.A2017156.0055.061.2018029172310.hdf,2017-06-05 00:55,61,80251,N,18.6901852527252,-13.2400943946536,-34.3450732881795,-8.70146581582667,-2.78958137545886,18.9599907040198,16.1464980490037,-8.70897944560185,-13.2181534408,-16.3844314684577,-34.5409577927088,-30.7406258060173
MYD03.A2017156.0100.061.2018029172002.hdf,2017-06-05 01:00,61,80251,N,16.1817504010674,-30.6702145203879,-52.2011505045784,-18.1418710455362,-8.67585398315095,16.6143908462888,14.6062250000957,-18.2537501419721,-30.6570773942149,-34.2854314077161,-52.5170810471431,-47.4294410912797
MYD03.A2017156.0105.061.2018029172221.hdf,2017-06-05 01:05,61,80251,N,15.6735996835293,-47.3918300258064,-70.0346877428893,-36.6887024452205,-18.0948297214715,15.3088797402188,15.6905560507547,-36.991007503699,-47.383720291614,-52.1161992541706,-70.3384548416445,-62.2145847652938
MYD03.A2017156.0110.061.2018029173201.hdf,2017-06-05 01:10,61,80251,N,57.192898371922,-62.2921899146532,-87.8745924648162,-78.4305350530436,-36.5724695217817,16.634959323001,63.2560807937517,-78.5178790946089,-62.2894882751303,-69.8170905631875,-86.8761659875301,-70.5389940869631
MYD03.A2017156.0115.061.2018029172919.hdf,2017-06-05 01:15,61,80251,N,180,-65.2793724738244,-89.9909402888313,-180,-78.1772701648249,60.0273151950837,173.061384679891,-125.488254601774,-70.8378479213441,-86.2185304634551,-73.6622002308072,-64.9712038958313
MYD03.A2017156.0120.061.2018029172839.hdf,2017-06-05 01:20,61,80251,B,-125.994207513014,-51.2667913229186,-74.3369995081972,172.693620088,-125.992383901149,171.759520180786,175.403263830022,-148.026353047244,-65.3320147345766,-74.1428979994878,-56.0171496022223,-51.0558013568402
MYD03.A2017156.0125.061.2018029172625.hdf,2017-06-05 01:25,61,80251,D,-148.625048702727,-34.8317038986775,-56.5020554571591,174.188773254496,-148.623724055845,175.059142654164,174.177293005568,-159.017610796486,-51.3374975052454,-56.505435596361,-38.277437645918,-34.6998053158569
MYD03.A2017156.0130.061.2018029172051.hdf,2017-06-05 01:30,61,80251,D,-159.514469172419,-17.5329714584883,-38.6652641027742,171.859466953983,-159.510526397204,174.070636752981,171.835950478782,-165.687446313275,-34.9042893521693,-38.6863760299737,-20.4997331925912,-17.4602221477158
